Title,Ingredients
韭菜鸡蛋饺子馅做法,"['100克韭菜', '4个鸡蛋', '少许油', '少许盐', '1勺十三香', '1勺姜粉', '1勺鸡精']"
春天の草莓柠檬奶油挞,"['100g挞皮：低筋面粉', '45g挞皮：黄油', '15ml挞皮：冷水', '10g挞皮：糖粉', '150g柠檬奶油馅：牛奶', '1小勺柠檬奶油馅：柠檬皮屑', '20ml柠檬奶油馅：柠檬汁', '45g柠檬奶油馅：细砂糖', '2个柠檬奶油馅:蛋黄', '20g柠檬奶油馅：玉米淀粉', '5g柠檬奶油馅：低筋面粉', '50g柠檬奶油馅：黄油']"
糖果状寿司卷💯清新少女感‼️附寿司醋配方,"['一杯五丰稻花香大米', '几片牛油果', '100克虾仁', '几片柠檬', '少许胡椒粉', '1克盐', '#寿司醋', '60毫升米醋', '1克盐', '20克糖']"
超懒冻柠茶,"['红茶', '柠檬', '或冰糖蜂蜜', '适量冰块']"
南瓜饼,"['300克（生南瓜）南瓜', '120克糯米粉', '30克玉米淀粉', '40克糖', '适量面包糠', '适量温水']"
美味椒盐小土豆,"['一盘小土豆', '适量椒盐', '适量葱花', '适量盐', '适量油', '随意几瓣大蒜', '1勺生抽']"
白灼生菜,"['2颗生菜', '1勺蚝油', '1勺生抽', '2片姜', '1个小米椒']"
红烧鸡翅根,"['7个鸡翅根', '一勺白沙糖', '2-3片生姜', '1个八角', '适量食用油', '少许味极鲜酱油']"
烫种土司,"['200克其他高粉', '25克黄油', '50克高粉', '100克热水', '3克酵母', '50克水', '40克鸡蛋', '25克白糖', '5克盐']"
青瓜牛肉卷饼🥒,"['1条青瓜', '半根胡萝卜', '2个鸡蛋', '1块牛肉', '适量面粉', '适量生粉', '2勺酱油', '1勺蚝油', '适量糖', '半勺花生油', '适量沙拉汁']"
小清新版熟醉大闸蟹 熟醉虾,"['材料a——————', '1000g清水', '5片香叶', '3小块桂皮', '4个八角', '45g冰糖', '5片姜', '材料b——————', '2只大闸蟹', '一个橙子的量橙子皮', '3片柠檬', '3瓣蒜头', '4粒咸话梅', '1瓶盖白酒', '4瓶盖花雕', '65g生抽', '2小勺盐']"
牛肉番茄意面,"['1份意大利面', '10克牛肉', '1个西红柿', '1个洋葱', '1勺番茄膏', '1克盐', '若干片青菜叶', '1块奶酪', '1勺油']"
初次尝试刀削面,"['克面200', '克水100']"
柠檬蛋黄果酱,"['4个，一个约50g鸡蛋', '5个，一个约165g柠檬', '70g黄油', '200g细白砂糖']"
高颜值~樱花酥,"['水油皮：', '120g中筋面粉', '40g猪油', '25g细砂糖', '50g水', '油酥：', '100g低筋面粉', '48g猪油', '2g红曲粉', '内馅：', '240g豆沙', '表面装饰：', '少许蛋黄液', '少许黑芝麻']"
海参霓虹饺子,"['1只海参', '1个鸡蛋', '100克谷妈咪甜菜面粉', '100克谷妈咪南瓜面粉', '看着来水']"
原味轻芝士蛋糕（6寸,"['80克奶油奶酪', '50克细砂糖', '10克玉米淀粉', '30克低筋面粉', '2个鸡蛋', '50克淡奶油', '50克/30克酸奶或牛奶', '适量黄油']"
下酒小鱼干,"['约500克小鱼', '半锅食用油', '1大勺生抽', '2大勺香醋', '2小勺白砂糖', '1大勺料酒']"
粉蒸肉,"['适量五花肉', '适量蒸肉米粉', '一片姜', '一勺料酒', '适量凤球唛生抽']"
白菜猪肉炖粉条,"['把粉条', '片白菜', '克盐', '勺老抽', '勺生抽', '根大葱', '片姜片']"
#多力黄金3益健康食谱#滋味孜然虾,"['10只南美对虾', '2片生姜', '2瓣蒜头', '1粒小红椒', '1根香葱', '半个洋葱（小粒）', '一勺孜然粉', '一小勺椒盐', '一小勺现磨黑胡椒碎', '40ml多力黄金3益葵花籽油']"
零失败！适合新手！超酥脆的玛格丽特饼干🍪,"['2个熟蛋黄', '100克黄油', '60克绵白糖', '100克低筋面粉', '100克玉米淀粉', '1克盐']"
低油肉松蛋糕杯,"['4个鸡蛋', '45克低粉', '20克糯米粉', '5克玉米淀粉', '20克玉米油', '80克牛奶', '50克细砂糖', '5克甜菊糖', '1克盐', '50克肉松', '38分钟上火130下火140']"
鲜虾鸡蛋葫芦卜香菇面,"['3只虾', '1个鸡蛋', '2个香菇', '半个胡萝卜', '1根葱', '少许蒜泥']"
土豆浓汤,"['1只土豆', '一圈洋葱', '1个玉米', '适量黄豆']"
香煎馄饨,"['生馄饨', '玉米油']"
野餐好伴侣——藜麦饭,"['杯雪藜麦', '黑糯米', '白糯米', '玉米碴', '小米', '洋葱', '腊肠', '胡萝卜', '香醋']"
新手也能做的零失败蔓越莓奶酥饼干,"['克黄油                          70', '克低筋面粉                  120', '2个蛋黄（蛋清分离）', '若干蔓越莓', '35克白砂糖', '12克奶粉', '1个全蛋液（鸡蛋）']"
无名酱牛肉拌粉🍝 | 大A美食实验室,"['1KG牛腱肉', '400g桂林米粉1包', '若干姜片', '2片香叶', '3个八角', '4茶勺豆瓣酱', '适量盐', '适量老干妈', '适量酒鬼花生', '少量冰糖', '适量葱花', '适量熟白芝麻']"
新手也能做，快手家庭版奥尔良烤翅,"['11个鸡翅中', '35克奥尔良腌料']"
杏子乳酪塔,"['适量塔皮', '适量镜面果胶', '58g奶油芝士', '60g牛奶', '33g鲜奶油', '18g幼砂糖', '20g鸡蛋', '8g低粉', '5g玉米淀粉', '适量杏子']"
酒香猪梅肉,"['500g猪梅肉', '视肉的多少而定量红酒', '适量白胡椒粉', '适量番茄沙司或苏联辣椒酱']"
香蕉可可蛋糕,"['150克无盐黄油', '150克低筋面粉', '10克可可粉', '2根香蕉', '2个鸡蛋', '50克糖', '4克无铝泡打粉', '2克盐', '适量（可不加）蔓越莓干']"
炸茄盒,"['75克面包渣', '400克茄子', '25克洋葱', '50克蘑菇', '13克香菜', '3个鸡蛋', '25克面粉', '125克植物油', '精盐', '胡椒面各适量']"
非常好吃的十三香小龙虾,"['5斤小龙虾', '1瓶啤酒', '十三香', '干辣椒', '姜片', '蒜末', '盐', '酱油']"
造福打蛋器没有到货的集美：破壁机打发奶油,"['250克奶油', '15克糖', '破壁机 冷饮杯']"
酸酸甜甜酸梅鸭,"['1/3只鸭', '2颗酸梅', '6片姜', '4瓣蒜', '2勺酸梅酱', '2勺生抽', '半勺老抽', '半勺盐']"
紫甘蓝吞拿鱼沙拉,"['1/4 朵紫甘蓝', '半颗生菜', '四颗圣女果', '半根胡萝卜', '半罐头吞拿鱼', '两勺沙拉酱']"
莴笋炒平菇,"['一根莴笋', '若干平菇', '红黄剁椒']"
迷迭香辣烤猪肉串,"['300克猪梅肉', '3只整只迷迭香', '1瓣蒜', '1茶勺柠檬皮屑', '1茶勺茴香籽', '1茶勺干辣椒碎', '30毫升橄榄油3.', '适量海盐和黑胡椒碎']"
香干香肠炒青椒（老干妈香辣版）,"['1勺老干妈', '2块豆干', '1勺鸡精', '5克盐', '两个青椒', '半根香肠', '适量葱蒜', '适量干辣椒花椒']"
孩子老人都爱的川味万能烧烤酱（烤箱版烧烤酱）,"['2勺孜然粉', '4个大蒜', '3勺白芝麻', '1勺黑芝麻', '2勺十三香', '4勺辣椒面', '适量油', '4勺薄盐生抽', '4勺蚝油', '1勺花椒面', '2勺雪碧']"
Raspberry Banana Jam,"['4-5滴柠檬汁', '3颗冰糖', '5勺细砂糖', '250g云南树莓', '1.5根香蕉']"
古法酸奶蛋糕,"['6个鸡蛋', '90克低筋面粉', '75克食用油', '60克红枣酸奶', '水25克', '几滴白醋', '0.5克盐', '40克糖']"
兰州甜胚子奶茶,"['一小盒甜胚子', '适量牛奶或脱脂奶粉', '一杯绿茶']"
炸馒头片,"['两个馒头', '四个鸡蛋', '一袋天津蒜辣蓉', '适量孜然粒']"
油醋汁沙拉,"['橄榄油', '苹果醋', '法式芥末黄酱', '现磨黑胡椒碎', '生菜', '苦苣', '牛油果', '圣女果', '杏仁', '鹰嘴豆', '灯笼椒']"
稀奶油版6寸戚风蛋糕,"['3个鸡蛋', '150克淡奶油', '40克低筋面粉', '40克（蛋黄25，蛋白15）砂糖']"
🌸花开富贵🌸玫瑰海苔寿司卷（二）,"['1碗（250克）寿司饭', '2个（小的）鸡蛋', '2片火腿肠', '1.5片海苔', '1／2把菠菜', '少许盐', '少许腌制红芯萝卜']"
日式土豆泥色拉,"['个土豆4', '个鸡蛋2', '根黄瓜1/2', '片火腿肠5', '个洋葱1/4', '适量盐', '适量黑胡椒', '适量丘比色拉酱', '一点点白醋']"
口蘑炒腰果,"['1大勺 （约15ml）葵花橄榄油', '25g未加工的腰果', '225g口蘑', '1大勺 （约15ml）柠檬汁', '4 大勺香菜', '适量盐、黑胡椒碎']"
无敌好吃又下饭的梅花肉煲豆腐,"['梅花肉      半斤以上', '豆腐            一块', '鸡蛋一个', '勺淀粉', '克盐', '白胡椒', '勺生抽', '勺蚝油', '勺老抽', '郫县豆瓣儿酱', '小米辣', '葱  姜   蒜', '勺鸡精', '花椒    八角  香叶']"
周黑鸭,"['500克鸭翅', '10克桂皮', '3片香叶', '10克花椒', '1个八角', '10克干辣椒', '15克生姜', '25克生抽', '20克老抽', '50克料酒', '30克冰糖', '200克水']"
韭菜鸡蛋馅饼,"['韭菜，鸡蛋，虾皮', '香油，盐。']"
蜂蜜腌柠檬,"['一个柠檬', '蜂蜜']"
姜饼屋-圣诞屋,"['A-姜饼', '700克 姜饼预拌粉', '170克 蜂蜜', '2个鸡蛋', 'B-糖霜', '200克糖粉', '1个蛋清', '几滴柠檬汁', '少许食用色素', '装饰']"
沙煲虾酱通菜梗,"['2克太太乐鸡精', '400克嫩通菜梗（通菜即空心菜）', '3克盐', '3克味精', '3克蚝油', '50克猪油', '2克花雕酒', '5克美极酱油', '3克米酒', '3克生抽', '2克糖', '5克蒜瓣', '1个大红尖椒']"
空气炸锅之速食章鱼小丸子,"['速冻章鱼小丸子', '少许沙拉酱', '少许番茄酱']"
食肉动物改良版老北京炸酱面,"['1包甜面酱', '1包黄豆酱', '1包香其酱', '一斤左右肉馅', '6片姜', '3瓣蒜', '3根葱', '2根黄瓜', '适量油', '3个小米辣', '4个辣椒干', '2份面条', '适量水']"
美味鸡蛋酱,"['2个鸡蛋', '50克黄豆酱']"
快手.剁椒芋头,"['大香粉芋头一个.蚝油.生抽.香油.醋.姜.蒜.香菜.剁椒', '香菜.必不可少', '剁椒先做好放一边待用']"
黄芪菊花饮,"['4片（12克）黄芪', '16朵（5克）贡菊', '25粒（3克）枸杞', '500ml水']"
怎么做怎么有的香蕉磅蛋糕,"['40克黄油', '40克糖粉', '100克左右香蕉', '100克低筋面粉', '1.5克盐', '3克泡打粉', '50克全蛋（一个鸡蛋）', '适量牛奶（用来调整面糊）']"
💁不用淡奶油，用纯牛奶零失败冰棒👻,"['385克纯牛奶', '25克糯米粉', '35克（可以少放点，我比较爱吃甜的）糖', '一勺半（也可不放，增加奶味）奶粉']"
西红柿牛腩杂蔬汤,"['红黄彩椒', '牛肉汤', '牛腩', '西红柿', '金针菇', '洋葱', '青豆', '油', '葱花']"
减脂藜麦营养粥,"['一包35 g藜麦粥', '300ml开水或者热牛奶']"
破壳蛋糕,"['六寸一个蛋糕胚', '350-400克淡奶油', '32克细砂糖（或糖粉）', '一点点黄色素', '30-40克白色代可可脂巧克力。']"
菠菜芥末堆,"['菠菜', '绿芥末', '胡萝卜', '熟芝麻', '香油', '芝麻酱', '醋', '盐', '鸡精']"
燕麦蔓越梅酸奶杯,"['140g黄油', '30g糖粉', '60g红糖', '1个（中等大小）鸡蛋', '220g低粉', '50g蔓越梅干', '80g生燕麦片', '45g巧克力酱', '适量果仁']"
超好吃的紫薯米糊（破壁机版）,"['1个，大约150g紫薯', '1000ml水', '80g大米']"
川贝柠檬陈皮膏,"['10克川贝', '3个柠檬', '500克黄冰糖', '15克陈皮']"
金银蒜蓉酱,"['3头大蒜', '油', '盐', '糖', '鸡精']"
酱烧雷笋,"['1kg雷笋', '3g姜', '#调味料', '20g酱油', '10g料酒', '1g盐', '5g冰糖', '3g香油', '20g食用油']"
干煸辣子鸡丁,['鸡腿🍗']
红豆吐司,"['504g高筋面粉', '54g糖', '5g盐', '2个鸡蛋', '63g牛奶', '150g（试着加）水', '6g酵母', '54g黄油', '180g红豆馅']"
胡椒牛肉五彩炒饭,"['250克新鲜肥牛卷', '适量克蚕豆', '半个红椒', '半个黄椒', '2碗煮好的米饭', '适量盐', '一丢丢现磨黑胡椒']"
拯救小饭渣的海苔饭团🍙,"['适量芝麻油', '适量海苔', '少量黑胡椒粉（可不加）', '1碗米饭', '适量白芝麻', '酱汁部分', '1勺蚝油', '1勺生抽', '1勺白糖']"
大排面,"['多几勺淀粉', '1个鸡蛋', '1勺老抽', '4片姜', '5g盐', '3勺生抽', '2勺料酒', '2个八角', '3片大排']"
秘制卤鸭肠 扎鸭掌鸭胗 by wqy,"['17个（560g）鸭掌', '5个（400g）鸭胗', '280g鸭肠', '200g（用了半袋）卤料', '1-2段桂皮', '适量香叶', '4、5颗八角', '一小撮小茴香', '适量冰糖', '适量葱', '适量姜', '适量生抽', '适量料酒', '适量盐']"
茄汁大虾肉质鲜嫩 酸甜美味既开胃又下饭,"['一斤虾', '多一点香蒜末', '4片姜片', '适量葱花', '半勺盐', '一勺糖', '两勺醋', '三勺番茄酱', '一勺淀粉', '小半碗水', '适量油']"
黑豆黑米粥,"['约40克黑豆', '约40克黑米', '约30克黄豆']"
好吃不贵—豆腐衣卷,"['一包豆腐衣', '300克肉末', '20克盐', '2勺料酒', '1勺生抽', '1勺蚝油']"
芒果香蕉奶昔,"['2个芒果', '1根香蕉', '150克酸奶']"
拔丝红薯,"['一个或两个红薯', '适量花生油', '适量白糖']"
醋泡嫩姜,"['仔姜', '苹果醋', '黄冰糖']"
营养养发粥,"['12片干百合', '2把黑米', '1把黑豆', '1把黑芝麻', '2把薏仁', '2把大米', '2个核桃', '两碗水', '适量红糖']"
最好吃的减肥餐，铁板烧简单，好做，好吃到爆。,['见下图哦👇🏻👇🏻👇🏻👇🏻']
冷藏发酵简单快手——豆沙面包,"['250克高筋面粉', '50克低筋面粉', '205克鸡蛋➕牛奶', '20克白砂糖', '2克盐', '4克酵母', '20克黄油', '240克豆沙馅']"
大闸蟹砂锅养身粥,"['2只大闸蟹', '200g瘦肉', '两人份大米', '少许燕麦米', '适量西芹', '适量干贝', '5朵香菇', '适量香菜']"
蒜香烤排骨,"['1斤净排骨', '50克大蒜']"
简单的薄饼pizza,"['pizza酱', '2个西红柿', '1罐番茄酱（铁罐）', '一勺糖', '少许盐', '一勺pizza草', '一勺（没有可不放）鼠尾菜', '面饼', '200g高劲面粉', '10g橄榄油', '2g酵母', '10g糖', '3g盐', '110g水', '任意，当然越多越好吃芝士碎']"
冻酸奶,['1盒莫斯利安']
机器猫的铜锣烧,"['3个小号鸡蛋', '3大匙（1大匙为15ml）牛奶', '4大匙糖', '120克低筋面粉', '半小匙（1小匙为5ml）泡打粉', '1/4小匙盐', '适量红豆沙']"
洋葱火腿芝士蛋饼,"['2只鸡蛋', '2根台湾火腿肠', '半个洋葱', '2片芝士片']"
玫瑰玫瑰我爱你,"['面包片', '心型模具', '棉线']"
莲藕绿豆汤,"['适量绿豆', '适量藕', '3瓣陈皮', '1斤鸭肉']"
玉米面蒸肉丸 宝宝辅食食谱,"['60克猪肉馅', '30克玉米面', '30克角瓜', '10克胡萝卜', '5克小葱', '3克姜']"
香辣虾球,"['少许葱姜蒜', '约6块冰糖', '一小把花椒', '2勺豆瓣酱', '1瓶啤酒', '一小把（或依个人口味）红尖椒']"
薰衣草松子曲奇（小美）,"['110克黄油', '75克糖粉/砂糖', '1个鸡蛋', '200克面粉', '1/2小勺Bake powder', '1/4小勺Bake sode', '2把松子', '2-3克薰衣草']"
抹茶酱心糯米糍,"['糯米皮', '150g糯米粉', '15g奶粉', '205g牛奶', '抹茶牛奶酱心', '8g抹茶粉', '50g牛奶①', '5g炼乳', '105g牛奶②', '8g玉米淀粉', '100g淡奶油', '60g白糖']"
葱爆蛤蜊,"['1到2斤蛤蜊', '1罐啤酒', '1根京葱', '若干红干椒', '若干青尖椒', '若干大蒜', '若干生姜']"
不用油的烙紫薯饼,"['克面粉220', '130克温水', '2克(一小勺)酵母粉', '4个紫薯', '适量白糖', '适量炼乳', '适量牛奶']"
何首乌黑豆水,"['黑豆', '何首乌']"
杏鲍菇新吃法 5分钟搞定 饭馆流行凉菜 成本价不到10元比肉还好吃,"['1勺生抽', '2克盐', '1勺陈醋', '4瓣蒜末', '1勺辣椒面', '1根小香葱', '一点点青红菜椒']"
蒜蓉开背虾,"['一斤青虾', '适量蒜', '适量姜', '适量盐', '适量糖', '适量生抽', '适量青椒', '适量红椒']"
百香果柠檬养乐多🍋夏日神仙自制饮品🌈,"['2个百香果', '1瓶益力多', '1瓶雪碧', '1个柠檬', '1个青橘']"
烤茄子,"['1个茄子', '辣椒', '蒜蓉']"
金耳滋补羹,['金耳羹组合']
朝鲜族【豆浆凉面】,"['60克干黄豆', '200克面条', '适量熟花生', '适量熟芝麻', '半根黄瓜', '1个熟鸡蛋', '适量盐']"
煎面包片（北方称馒头）,"['2个面包（北方叫馒头）', '些许食用油', '依个人喜好白砂糖']"
树莓马卡龙,"['#杏仁小圆饼', '130g杏仁粉', '225g糖粉', '115g老化蛋白', '67g细砂糖', '2g蛋白粉', '少许红色色素（粉色色素）', '#树莓甘纳许夹心', '135g树莓果茸', '80g白巧克力', '30g可可脂（可用白巧代替）', '30g无盐黄油', '15g柠檬汁', '15g葡萄糖', '2g吉利丁', '少许红色色素']"
孜然羊肉片,"['200克速冻羊肉片', '适量孜然', '适量辣椒粉', '适量红辣椒', '适量蒜', '适量姜', '适量黄酒', '适量熟白芝麻', '少许蒜苗', '1/4个洋葱', '适量盐', '少许油']"
雪媚娘,"['雪媚娘皮', '65克糯米粉', '15克玉米淀粉', '10克澄面', '125克牛奶', '25克糖', '20克黄油、猪油、或椰子油', '奶油馅', '150克淡奶油', '30克／适量奥利奥碎或喜欢的水果', '5克糖', '50克糕粉(糯米粉)防粘用']"
蚝油菜心,"['500克菜心', '适量蚝油', '1勺生抽', '少许盐', '适量水淀粉', '适量糖', 'N瓣蒜']"
川味蹄花汤,"['1把白芸豆', '1只猪蹄', '2勺白酒', '4片姜', '4片香叶', '适量盐', '半勺油泼辣子', '2勺醋', '1勺生抽', '一点点糖', '2瓣蒜', '1小撮熟白芝麻', '2根葱']"
吞拿鱼脆烤蒜香法棍,"['1根法棍', '1罐金枪鱼罐头', '1瓣蒜', '10克黄油', '1克盐']"
大年初一的甜汤之年糕红豆汤,"['一块年糕', '适量红豆', '适量冰糖', '一小撮海盐']"
小美版 油爆虾,"['20克油', '10克姜', '适量葱', '300克虾', '3克盐', '10克生抽', '15克料酒', '5克老抽', '5克糖']"
章鱼香肠,"['适量小香肠', '适量油', '', '']"
香椿鸡蛋饼,"['一把香椿', '4个鸡蛋', '少量盐', '少量油']"
简单快手好吃到爆炸的金针菇烤虾（空气炸锅版）,"['2/3把金针菇', '10只大虾', '4瓣蒜', '一小段葱', '3片姜', '5小勺蒸鱼豉油', '2个干辣椒', '1个泡椒（看人喜好好）', '半个西红柿', '1-2根香菜', '1小勺香油']"
糯米紫薯饼,"['个紫薯            1', '克水          100—120', '克桂花蜜糖      50', '克糯米粉         150', '玉米油     2          克']"
花生眉豆鸡爪筒骨汤,"['眉豆', '花生', '7只鸡爪', '1根筒骨', '2粒蜜枣', '4粒瑶柱', '3片姜']"
墨西哥 Horchata,"['1200ml纯净水', '250g大米', '10g炼奶', '1根肉桂', '8ml香草精', '30g杏仁', '1个柠檬', '80gAMARILIS龙舌兰糖浆']"
家庭简易版沧州火锅鸡,"['鸡翅两斤左右（3人）白勺鸡整只或鸡翅中翅根都行', '250郫县豆瓣酱', '一袋火锅鸡火锅底料', '少许葱姜蒜', '少许干料 麻椒 辣椒', '少许白糖', '少许料酒']"
